months_as_customer,age,policy_bind_date,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_deductable_cat,umbrella_limit_cat,bodily_injuries_cat,incident_hour_cat,vehicles_involved_cat,witnesses_cat,policy_csl_cat
294,46,2010-06-02,IL,1532.8,MALE,College,prof-specialty,exercise,own-child,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,NO,YES,65780,11960,11960,41860,Mercedes,ML350,2013,N,Low,None,None,Morning,Single Vehicle,Multiple Witnesses,Basic
19,29,2002-10-12,OH,1304.35,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,NO,,75400,11600,11600,52200,Dodge,Neon,2005,Y,Low,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Standard
191,33,2008-02-25,OH,1551.61,MALE,High School,armed-forces,movies,unmarried,45000,-30400,2015-02-21,Vehicle Theft,,Minor Damage,,WV,Arlington,YES,NO,2250,250,250,1750,Toyota,Corolla,2005,N,High,None,Minor,Early Morning,Single Vehicle,Single Witness,Premium
4,39,1996-09-05,IL,1326.98,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,YES,,54120,4510,9020,40590,Jeep,Grand Cherokee,2007,N,Medium,Unknown,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Basic
298,49,1998-03-16,OH,862.92,MALE,MD,machine-op-inspct,camping,wife,0,-71700,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,NO,NO,69480,11580,11580,46320,Saab,95,2007,N,Low,None,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
231,43,2010-04-22,IN,1331.69,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015,N,High,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Basic
338,47,2008-01-25,OH,1486.04,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,NO,,64100,12820,6410,44870,Dodge,RAM,2014,Y,High,None,Major,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
261,46,2000-09-10,IN,870.55,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,,,80280,13380,13380,53520,Chevrolet,Tahoe,2013,N,Medium,None,None,Evening,Single Vehicle,Multiple Witnesses,Basic
321,44,2008-04-23,IL,1344.56,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100,2015-02-12,Vehicle Theft,,Trivial Damage,Police,NY,Northbend,,NO,4680,520,0,4160,Accura,MDX,1999,N,High,Unknown,Minor,Morning,Single Vehicle,Multiple Witnesses,Premium
0,32,2011-02-18,OH,1377.04,MALE,College,tech-support,base-jumping,wife,61400,-41100,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,,NO,39720,6620,6620,26480,Accura,MDX,2002,N,Medium,None,Minor,Morning,Multi-Vehicle,Single Witness,Premium
405,58,2012-04-24,IL,1237.88,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,,,63580,5780,5780,52020,Mercedes,ML350,1997,Y,Low,None,None,Morning,Single Vehicle,No Witness,Standard
304,49,2001-09-25,IN,1525.86,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,YES,YES,73370,13340,6670,53360,Saab,95,2013,N,Medium,None,Minor,Early Morning,Single Vehicle,Single Witness,Basic
1,29,2006-05-24,OH,854.58,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,,YES,86790,7890,23670,55230,Honda,CRV,2003,N,Low,None,Major,Afternoon,Single Vehicle,Multiple Witnesses,Premium
26,39,1992-01-30,IN,770.76,MALE,Masters,tech-support,sleeping,husband,0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,NO,,49800,9960,4980,34860,Mercedes,ML350,2015,N,Medium,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Standard
202,38,2009-01-24,IL,1132.74,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,YES,NO,77440,7040,14080,56320,Nissan,Ultima,2005,N,High,None,Minor,Afternoon,Single Vehicle,Single Witness,Basic
289,48,1995-08-29,IL,1173.37,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,,,42900,8580,0,34320,Accura,TL,1999,N,Low,Unknown,Minor,Early Morning,Single Vehicle,No Witness,Premium
61,26,2011-07-31,OH,1188.28,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,YES,NO,53820,11960,5980,35880,Ford,F150,2015,Y,High,Unknown,Minor,Afternoon,Two Vehicles,No Witness,Basic
334,46,2013-01-05,IL,876.88,MALE,MD,sales,reading,other-relative,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,NO,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998,N,Medium,Unknown,Major,Early Morning,Single Vehicle,Single Witness,Basic
12,24,1994-11-18,IL,1143.95,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,NO,,53370,5930,5930,41510,Nissan,Ultima,2011,N,Medium,None,Major,Afternoon,Multi-Vehicle,Single Witness,Premium
86,29,2014-08-30,IL,1409.06,MALE,High School,prof-specialty,yachting,husband,74200,-68100,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,NO,YES,62920,9680,14520,38720,Accura,MDX,2005,N,High,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Basic
83,24,2006-01-01,IN,1070.63,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,,NO,61600,6160,12320,43120,Honda,CRV,2003,N,Medium,None,None,Early Morning,Multi-Vehicle,Single Witness,Premium
126,30,1998-09-10,IL,916.13,MALE,College,sales,golf,unmarried,55300,-58400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,YES,NO,74160,6180,12360,55620,Mercedes,E400,2002,N,High,None,Major,Afternoon,Multi-Vehicle,No Witness,Premium
209,38,2010-01-28,OH,1191.5,MALE,High School,priv-house-serv,reading,husband,38600,-52900,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,NO,,80100,8900,8900,62300,Audi,A3,2015,N,Low,None,Major,Morning,Single Vehicle,No Witness,Standard
283,48,2003-01-04,OH,1474.66,FEMALE,JD,sales,paintball,husband,0,-46200,2015-02-17,Parked Car,,Trivial Damage,Police,NY,Hillsdale,,NO,6560,820,820,4920,Volkswagen,Jetta,2003,N,Medium,None,Major,Morning,Single Vehicle,Multiple Witnesses,Premium
194,34,2004-05-24,IL,1193.45,MALE,JD,other-service,hiking,not-in-family,0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N,Medium,None,Major,Morning,Single Vehicle,Single Witness,Standard
184,38,1994-09-12,IL,1437.53,FEMALE,College,transport-moving,chess,not-in-family,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,,NO,53730,11940,5970,35820,Dodge,RAM,2013,Y,Medium,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Standard
479,60,1997-07-07,IL,1304.83,FEMALE,College,other-service,cross-fit,husband,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,NO,NO,60600,5050,10100,45450,Honda,Civic,2001,N,High,None,None,Evening,Single Vehicle,No Witness,Basic
284,48,1991-03-01,OH,1168.8,FEMALE,JD,tech-support,movies,other-relative,0,-42400,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,,YES,35750,6500,3250,26000,Mercedes,E400,2001,N,Medium,None,None,Morning,Single Vehicle,Multiple Witnesses,Standard
65,27,2001-09-29,IN,1164.97,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004,N,Medium,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Basic
222,39,2012-01-10,IL,1232.72,MALE,High School,armed-forces,hiking,own-child,87800,-51200,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,Y,Medium,None,Minor,Evening,Multi-Vehicle,No Witness,Standard
196,41,2001-07-05,IL,1800.76,MALE,JD,protective-serv,camping,other-relative,0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,NO,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N,High,None,Minor,Early Morning,Multi-Vehicle,No Witness,Standard
253,43,1991-08-07,IL,1187.01,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,2015-02-02,Vehicle Theft,,Trivial Damage,Police,NY,Northbrook,NO,,3840,640,640,2560,Chevrolet,Tahoe,2014,N,Low,Unknown,None,Morning,Single Vehicle,Single Witness,Premium
280,43,2012-07-24,IN,1559.34,MALE,JD,transport-moving,hiking,own-child,0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,NO,,77000,14000,7000,56000,Accura,RSX,2004,N,Medium,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Basic
5,26,2014-07-27,IL,1137.02,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,YES,,88110,16020,16020,56070,Audi,A5,2003,N,High,None,Minor,Evening,Single Vehicle,Multiple Witnesses,Standard
220,42,1994-08-08,IN,1281.72,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,NO,YES,47740,4340,4340,39060,Honda,Civic,2005,N,Medium,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Basic
85,30,2001-12-09,OH,796.35,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,YES,YES,58960,5360,10720,42880,Ford,F150,2004,N,Medium,None,Major,Morning,Multi-Vehicle,Single Witness,Basic
266,46,1990-03-14,OH,1270.02,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,2015-01-08,Parked Car,,Minor Damage,Police,NC,Northbrook,NO,,2160,480,240,1440,Toyota,Corolla,2004,N,Low,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Standard
41,26,2006-03-28,IL,1383.13,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,2015-02-28,Vehicle Theft,,Trivial Damage,Police,SC,Riverwood,YES,,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N,Medium,None,Minor,Afternoon,Single Vehicle,Single Witness,Basic
316,45,2013-12-23,IL,1290.74,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,NO,YES,78870,7170,14340,57360,Suburu,Legacy,2013,N,High,Unknown,Major,Morning,Multi-Vehicle,No Witness,Basic
285,47,1991-09-30,IN,1216.68,FEMALE,Masters,sales,basketball,other-relative,55100,0,2015-01-06,Vehicle Theft,,Trivial Damage,Police,SC,Columbus,NO,NO,2700,300,300,2100,Ford,F150,2013,N,Medium,None,Minor,Morning,Single Vehicle,Single Witness,Basic
379,54,2001-12-27,IL,1251.16,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N,Low,None,None,Afternoon,Single Vehicle,Single Witness,Basic
15,34,2005-04-07,IN,1586.41,FEMALE,High School,sales,video-games,other-relative,33500,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,YES,,75570,6870,13740,54960,BMW,X5,2010,Y,High,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Standard
354,48,2003-04-08,IL,1526.11,FEMALE,Masters,sales,exercise,unmarried,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,N,High,Unknown,Major,Afternoon,Single Vehicle,Multiple Witnesses,Premium
342,53,2005-11-14,IN,1028.44,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,,NO,80960,14720,7360,58880,Accura,MDX,2000,N,Medium,None,None,Afternoon,Single Vehicle,No Witness,Basic
169,38,2005-01-07,IL,1555.94,MALE,PhD,craft-repair,skydiving,own-child,23300,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,NO,YES,79080,6590,13180,59310,Mercedes,C300,2012,N,Medium,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Basic
339,49,1994-02-14,IN,1570.77,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,2015-01-18,Vehicle Theft,,Minor Damage,,SC,Columbus,NO,NO,6820,1240,620,4960,Mercedes,ML350,2009,N,High,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Premium
259,42,1996-01-23,OH,1170.53,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,NO,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N,High,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Basic
65,23,1999-12-12,OH,1099.95,FEMALE,College,sales,dancing,wife,0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,NO,YES,52400,6550,6550,39300,Accura,MDX,2005,Y,Medium,None,Minor,Afternoon,Single Vehicle,No Witness,Standard
254,46,2004-07-15,IL,1472.43,MALE,MD,tech-support,basketball,husband,0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N,High,None,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
440,55,2012-11-07,IL,1275.62,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,YES,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N,Low,None,Major,Evening,Multi-Vehicle,Single Witness,Standard
478,63,2009-06-29,IL,1292.3,MALE,High School,adm-clerical,paintball,own-child,47600,0,2015-02-21,Parked Car,,Minor Damage,,VA,Northbend,YES,NO,4700,940,470,3290,Dodge,Neon,2007,Y,Medium,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Standard
230,44,2000-06-26,IN,1009.37,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,NO,YES,74140,13480,13480,47180,BMW,X5,2015,N,High,None,None,Evening,Single Vehicle,Multiple Witnesses,Standard
138,30,2002-01-09,OH,1093.07,FEMALE,PhD,other-service,reading,wife,27700,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N,Low,Unknown,Major,Early Morning,Single Vehicle,Multiple Witnesses,Premium
239,41,2013-11-11,OH,1325.44,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,2015-02-18,Parked Car,,Trivial Damage,Police,NC,Arlington,,YES,10790,1660,830,8300,Mercedes,E400,2013,N,Medium,Unknown,None,Evening,Single Vehicle,Multiple Witnesses,Standard
93,31,2008-01-14,IL,1017.18,FEMALE,MD,prof-specialty,paintball,husband,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,YES,NO,48070,8740,8740,30590,Saab,92x,2014,N,High,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Basic
37,25,2003-03-04,OH,1221.17,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,YES,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N,Medium,None,None,Early Morning,Multi-Vehicle,No Witness,Basic
254,40,1994-06-07,IN,1927.87,MALE,MD,prof-specialty,yachting,husband,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,YES,,43280,0,5410,37870,Honda,Civic,1996,Y,Low,None,None,Morning,Single Vehicle,Single Witness,Basic
131,29,2013-07-04,IN,978.27,FEMALE,Associate,sales,paintball,own-child,65700,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N,Medium,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Standard
230,43,2002-06-30,IN,1221.14,MALE,MD,prof-specialty,board-games,wife,48100,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,,,75460,13720,13720,48020,Audi,A5,2002,N,High,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Basic
313,50,2004-06-30,OH,1255.62,MALE,MD,armed-forces,polo,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,YES,YES,69000,13800,6900,48300,Ford,F150,1995,Y,High,None,Major,Evening,Multi-Vehicle,Single Witness,Basic
210,38,1998-12-19,IN,999.52,MALE,JD,tech-support,golf,other-relative,0,0,2015-01-13,Vehicle Theft,,Minor Damage,Police,VA,Springfield,,NO,8640,1440,720,6480,Accura,TL,2008,N,Low,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Standard
101,29,2014-08-31,OH,1380.89,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,,,67210,12220,12220,42770,BMW,X6,1996,N,Low,None,Major,Early Morning,Multi-Vehicle,Single Witness,Standard
153,37,2005-11-10,IN,1010.77,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N,Low,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Premium
337,53,2000-05-04,OH,1205.86,MALE,Associate,armed-forces,basketball,wife,0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,YES,NO,86400,14400,7200,64800,Accura,RSX,2001,N,Low,None,None,Morning,Single Vehicle,Single Witness,Basic
360,51,2001-11-26,IL,1526.61,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,2015-01-30,Vehicle Theft,,Minor Damage,Police,SC,Hillsdale,YES,,4620,840,840,2940,Dodge,RAM,2009,Y,Medium,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Premium
428,53,2014-05-06,IL,1496.44,FEMALE,High School,tech-support,camping,unmarried,0,0,2015-02-16,Parked Car,,Trivial Damage,Police,NC,Springfield,YES,NO,6930,630,1260,5040,Honda,CRV,2013,N,Medium,None,Major,Morning,Single Vehicle,Multiple Witnesses,Basic
204,40,1991-01-27,IL,1256.2,FEMALE,JD,sales,hiking,not-in-family,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,YES,YES,41700,8340,8340,25020,Saab,95,2013,N,Low,None,Minor,Morning,Multi-Vehicle,Multiple Witnesses,Basic
364,51,1992-04-28,IL,1268.35,MALE,Masters,transport-moving,board-games,wife,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,YES,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y,Low,None,Major,Afternoon,Single Vehicle,Single Witness,Basic
185,35,2000-03-04,IN,1421.59,MALE,College,other-service,sleeping,own-child,0,0,2015-01-31,Vehicle Theft,,Trivial Damage,Police,WV,Arlington,,YES,4950,900,450,3600,Ford,F150,2011,N,High,None,Major,Morning,Single Vehicle,Multiple Witnesses,Premium
63,26,1995-10-12,IL,1500.04,MALE,PhD,craft-repair,polo,own-child,0,-36500,2015-02-13,Vehicle Theft,,Minor Damage,Police,NC,Northbrook,NO,YES,5160,860,860,3440,Accura,TL,2004,N,Low,Unknown,None,Early Morning,Single Vehicle,Multiple Witnesses,Premium
210,35,2014-04-25,IL,1433.24,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,NO,,24570,2730,2730,19110,Saab,95,2006,Y,Low,None,Major,Morning,Multi-Vehicle,Single Witness,Basic
194,38,2011-01-26,IN,1231.25,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,,,53680,4880,9760,39040,Toyota,Camry,2011,N,High,None,Minor,Afternoon,Multi-Vehicle,No Witness,Basic
294,49,1996-01-26,IN,1135.43,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,YES,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,N,Low,None,Minor,Evening,Multi-Vehicle,Single Witness,Premium
272,41,1991-04-08,OH,945.73,MALE,MD,protective-serv,chess,wife,38600,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,NO,NO,84100,16820,8410,58870,Ford,Escape,2009,Y,High,Unknown,None,Evening,Single Vehicle,No Witness,Standard
27,27,2002-06-29,IN,1118.76,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,,,61560,6840,6840,47880,Ford,Fusion,2008,N,High,None,Minor,Evening,Single Vehicle,Multiple Witnesses,Basic
251,39,1999-04-09,IN,1231.98,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,YES,,44240,5530,5530,33180,Dodge,RAM,1997,N,High,None,None,Morning,Single Vehicle,No Witness,Premium
180,33,2009-04-19,IN,1005.47,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N,High,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
392,50,1991-08-22,OH,1108.97,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,NO,YES,108030,16620,16620,74790,Saab,92x,2002,N,High,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Basic
143,30,1991-11-28,IN,1392.39,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,NO,YES,54300,10860,5430,38010,Toyota,Highlander,2010,N,Low,Unknown,Major,Afternoon,Single Vehicle,No Witness,Basic
371,54,2012-04-27,IN,1317.97,MALE,High School,craft-repair,movies,wife,34700,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,,,32280,5380,5380,21520,Ford,Fusion,2010,Y,High,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Basic
292,42,2007-03-04,IN,1588.22,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,YES,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N,Medium,None,Minor,Afternoon,Multi-Vehicle,Single Witness,Standard
165,35,2012-12-31,IL,900.02,MALE,College,craft-repair,camping,own-child,0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,NO,YES,69700,6970,6970,55760,BMW,3 Series,2008,N,Low,Unknown,Minor,Morning,Single Vehicle,Multiple Witnesses,Standard
158,33,2013-12-21,OH,1744.64,MALE,JD,prof-specialty,movies,unmarried,0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,NO,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,N,Medium,Premium,None,Early Morning,Multi-Vehicle,Single Witness,Basic
241,39,2005-04-28,OH,1260.56,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,NO,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,N,Medium,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Standard
103,33,1994-09-17,OH,1021.14,FEMALE,Masters,other-service,paintball,wife,69500,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,NO,,79090,14380,14380,50330,Dodge,RAM,2014,N,High,None,Major,Early Morning,Multi-Vehicle,Multiple Witnesses,Premium
402,54,2003-08-16,OH,1285.09,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,NO,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y,High,None,None,Evening,Single Vehicle,Multiple Witnesses,Standard
102,32,2014-09-02,OH,1537.07,MALE,JD,tech-support,chess,wife,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,NO,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y,Low,Premium,Minor,Morning,Single Vehicle,No Witness,Basic
182,40,2011-12-12,IN,1022.42,MALE,PhD,other-service,skydiving,husband,50000,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,YES,,71100,7110,14220,49770,Audi,A3,2008,N,Medium,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Basic
